name,path_name,theatre_code,address,city,state,postal_code,latitude,longitude,phone_number,pwp_availability,iana_timezone,value_day_text,unlimited_tier
Regal Natomas Marketplace,regal-natomas-marketplace-0774,0774,3561 Truxel Road,Sacramento,CA,95834,38.6347,-121.5025,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Maui Mall,regal-maui-mall-megaplex-1614,1614,70 E. Kaahnumanu Ave Suite A,Kahului,HI,96732,20.8822,-156.47549,(844) 462-7342,True,US/Hawaii,$6.50 every Tuesday,2
Regal Franklin Square,regal-franklin-square-1845,1845,3778 East Franklin Blvd,Gastonia,NC,28054,35.2601,-81.1103,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,1
Regal Movies On TV,regal-movies-on-tv-0855,0855,SW 2929 234th Avenue,Hillsboro,OR,97123,45.4987,-122.9184,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Edwards Rancho San Diego,regal-edwards-rancho-san-diego-1049,1049,2951 Jamacha Road,El Cajon,CA,92019,32.7398,-116.9417,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,3
Regal Manor,regal-manor-0754,0754,1246 Millersville Pike,Lancaster,PA,17603,40.0272,-76.3266,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Sonora,regal-sonora-1826,1826,901 Sanguinetti Road,Sonora,CA,95370,37.9736,-120.3705,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Governor's Square,regal-governors-square-1857,1857,1501 Governor's Square Blvd,Tallahassee,FL,32301,30.4381,-84.2578,(844) 462-7342,True,US/Eastern,$5.00 every Tuesday,1
Regal SouthGlenn,regal-southglenn-1610,1610,6901 S. Vine Street,Centennial,CO,80122,39.5938,-104.9625,(844) 462-7342,True,US/Mountain,$6.50 every Tuesday,2
Regal Clarksville,regal-clarksville-1534,1534,1810 Tiny Town Road,Clarksville,TN,37042,36.6276,-87.3259,(844) 462-7342,True,US/Central,$6.00 every Tuesday,1
Regal Alamo Quarry,regal-alamo-quarry-0939,0939,255 E.Basse,San Antonio,TX,78209,29.4993,-98.4798,(844) 462-7342,True,US/Central,$5.00 every Tuesday,1
Regal Short Pump,regal-short-pump-0730,0730,11650 West Broad Street,Richmond,VA,23233,37.6532,-77.6136,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Cherrydale,regal-cherrydale-1885,1885,3221 N. Pleasantburg Drive,Greenville,SC,29609,34.8899,-82.4007,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Hyattsville Royale,regal-hyattsville-royale-1863,1863,6505 America Boulevard,Hyattsville,MD,20782,38.9679,-76.9597,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Gallery Place,regal-gallery-place-4dx-1551,1551,701 Seventh Street Northwest,Washington,DC,20001,38.8976,-77.0245,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Beaver Creek,regal-beaver-creek-1878,1878,1441 Beaver Creek Commons Dr.,Apex,NC,27502,35.7454,-78.8799,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Live Oak,regal-live-oak-rpx-0795,0795,7901 Pat Booker Road,Live Oak,TX,78233,29.562,-98.3314,(844) 462-7342,True,US/Central,$5.00 every Tuesday,1
Regal Edwards Bakersfield,regal-edwards-bakersfield-1031,1031,9000-G Ming Avenue,Bakersfield,CA,93311,35.3393,-119.1017,(844) 462-7342,True,US/Pacific,$5.50 every Tuesday,1
Regal Medina,regal-medina-0707,0707,200 West Reagan Pkwy,Medina,OH,44256,41.1562,-81.8752,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Spotlight,regal-spotlight-1628,1628,1100 N. Interstate Dr,Norman,OK,73072,35.2314,-97.486,(844) 462-7342,True,US/Central,$6.00 every Tuesday,2
Regal Harrisonburg,regal-harrisonburg-0735,0735,381 University Blvd.,Harrisonburg,VA,22801,38.4303,-78.86,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Westfork,regal-westfork-0709,0709,15977 Pines Blvd. on Dykes Roa,Pembroke Pines,FL,33027,26.0077,-80.3605,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Deerfield Town Center,regal-deerfield-town-center-rpx-1901,1901,5500 Deerfield Blvd,Mason,OH,45040,39.3079,-84.3166,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Swamp Fox,regal-swamp-fox-1854,1854,3400 Radio Road,Florence,SC,29501,34.1923,-79.8317,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Waterford Lakes,regal-waterford-lakes-0734,0734,541 North Alafaya Trail,Orlando,FL,32828,28.5558,-81.2004,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Trussville,regal-trussville-0760,0760,5895 Trussville Crossings Pkwy,Birmingham,AL,35235,33.6378,-86.6313,(844) 462-7342,True,US/Central,$6.50 every Tuesday,1
Regal UA Lee Hills,regal-ua-lee-hills-1200,1200,1350 Boone St,Leesville,LA,71446,31.122,-93.2724,(844) 462-7342,False,US/Central,$5.50 every Tuesday,1
Regal Alderwood,regal-alderwood-rpx-0909,0909,3501 184th St. SW,Lynnwood,WA,98037,47.8323,-122.2793,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Edwards Big Newport,regal-edwards-big-newport-rpx-1024,1024,300 Newport Center Drive East,Newport Beach,CA,92660,33.611,-117.8754,(844) 462-7342,True,US/Pacific,$7.00 every Tuesday,3
Regal Lakewood,regal-lakewood-rpx-0887,0887,2410 South 84th Street,Lakewood,WA,98499,47.1811,-122.4672,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Southwind,regal-southwind-1618,1618,3433 Iowa Street,Lawrence,KS,66046,38.9221,-95.2601,(844) 462-7342,True,US/Central,$5.50 every Tuesday,1
Regal Hamilton Mill,regal-hamilton-mill-1535,1535,2160 Hamilton Creek Parkway,Dacula,GA,30019,34.0707,-83.9081,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Totem,regal-totem-0918,0918,3131 Muldoon Road,Anchorage,AK,99504,61.1928,-149.7334,(844) 462-7342,True,US/Alaska,$5.50 every Tuesday,1
Regal Greensboro Grande,regal-greensboro-grande-rpx-1875,1875,3205 Northline Avenue,Greensboro,NC,27408,36.0884,-79.8371,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Hilltop,regal-hilltop-cinema-0853,0853,325 Beavercreek Road,Oregon City,OR,97045,45.3346,-122.5938,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Northwoods,regal-northwoods-0940,0940,17640 Henderson Pass,San Antonio,TX,78232,29.6041,-98.4641,(844) 462-7342,True,US/Central,$5.00 every Tuesday,1
Regal City Center,regal-city-center-0847,0847,801 C Street,Vancouver,WA,98660,45.6275,-122.668,(844) 462-7342,True,US/Pacific,$5.00 every Tuesday,2
Regal Lebanon Valley,regal-lebanon-valley-1516,1516,2200 Lebanon Valley Mall Rd,Lebanon,PA,17042,40.3405,-76.4534,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,1
Regal Poulsbo,regal-poulsbo-0880,0880,750 NW Edvard Street,Poulsbo,WA,98370,47.744,-122.6558,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Edwards Aliso Viejo,regal-edwards-aliso-viejo-1032,1032,26701 Aliso Creek Road,Aliso Viejo,CA,92656,33.5548,-117.7135,(844) 462-7342,True,US/Pacific,$7.00 every Tuesday,3
Regal Valley Mall,regal-valley-mall-screenx-1908,1908,17301 Valley Mall Road,Hagerstown,MD,21740,39.6236,-77.7692,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,1
Regal West Manchester,regal-west-manchester-0395,0395,455 Town Center Drive,York,PA,17408,39.9718,-76.7763,(844) 462-7342,True,US/Eastern,$6.75 every Tuesday,1
Regal Moorestown Mall,regal-moorestown-mall-rpx-1917,1917,400 Route 38,Moorestown,NJ,08057,39.9442,-74.9682,(844) 462-7342,False,US/Eastern,$6.50 every Tuesday,2
Regal Westgate,regal-westgate-0953,0953,4477 South Lamar Blvd.,Austin,TX,78745,30.2315,-97.8005,(844) 462-7342,True,US/Central,$6.00 every Tuesday,1
Regal Gateway,regal-gateway-0949,0949,9700 Stonelake Blvd,Austin,TX,78759,30.3878,-97.7396,(844) 462-7342,True,US/Central,$6.50 every Tuesday,1
Regal Dimond Center,regal-dimond-center-cinemas-0922,0922,"800 E. Dimond  Blvd, Suite 210",Anchorage,AK,99515,61.1447,-149.86771,(844) 462-7342,True,US/Alaska,$6.50 every Tuesday,2
Regal Massillon,regal-massillon-1512,1512,175 Cherry Rd NW,Massillon,OH,44646,40.7994,-81.529,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Crossroads - Cary,regal-crossroads-cary-1874,1874,501 Caitboo Avenue,Cary,NC,27518,35.76,-78.7355,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Harbour View Grande,regal-harbour-view-grande-1866,1866,5860 Harbour View Boulevard,Suffolk,VA,23435,36.8644,-76.4469,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,1
Regal Biltmore Grande,regal-biltmore-grande-rpx-1892,1892,292 Thetford Street,Asheville,NC,28803,35.4838,-82.5565,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Evergreen Parkway,regal-evergreen-parkway-rpx-0850,0850,2625 NE 106th Ave,Hillsboro,OR,97124,45.5408,-122.8686,(844) 462-7342,True,US/Pacific,$6.25 every Tuesday,2
Regal Edwards Cerritos,regal-edwards-cerritos-1018,1018,12761 Towne Center Drive,Cerritos,CA,90701,33.8697,-118.057,(844) 462-7342,False,US/Pacific,$6.50 every Tuesday,3
Regal Meridian,regal-meridian-4dx-1931,1931,1501 7th Ave.,Seattle,WA,98101,47.6121,-122.332,(844) 462-7342,True,US/Pacific,$7.00 every Tuesday,2
Regal Edwards Boise,regal-edwards-boise-1027,1027,7701 W Overland Road,Boise,ID,83709,43.5904,-116.2764,(844) 462-7342,True,US/Mountain,$5.50 every Tuesday,1
Regal Warren Moore,regal-warren-moore-1447,1447,1000 Telephone Rd.,Moore,OK,73160,35.3289,-97.4929,(844) 462-7342,False,US/Central,$5.50 every Tuesday,2
Regal Spartan,regal-spartan-1888,1888,855 Spartan Boulevard,Spartanburg,SC,29301,34.9545,-82.0,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal South Hill,regal-south-hill-cinema-0885,0885,3500 S Meridian,Puyallup,WA,98373,47.1673,-122.2918,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal New Town,regal-new-town-1868,1868,4911 Courthouse Street,Williamsburg,VA,23188,37.276,-76.739,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Battery Park,regal-battery-park-1335,1335,102 North End Ave.,New York,NY,10282,40.7147,-74.0155,(844) 462-7342,True,US/Eastern,$8.00 every Tuesday,3
Regal Dulles Town Center,regal-dulles-town-center-1672,1672,"21100 Dulles Town Cir, Ste 203",Sterling,VA,20164,39.0319,-77.4235,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Spokane Valley,regal-spokane-valley-0895,0895,14760 E Indiana Avenue,Spokane Valley,WA,99216,47.6708,-117.1947,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Warren Broken Arrow,regal-warren-broken-arrow-1448,1448,1700 W. Aspen Creek Dr.,Broken Arrow,OK,74011,35.9913,-95.8096,(844) 462-7342,True,US/Central,$5.00 every Tuesday,1
Regal Nu'uuli Place Twin,regal-nuuuli-place-twin-1647,1647,202 Pago Plaza,Pago Pago,AS,96799,-14.2733,-170.7021,(844) 462-7342,False,Pacific/Pago_Pago,$5.50 every Tuesday,1
Regal Santiam,regal-santiam-0863,0863,365 Lancaster Drive SE,Salem,OR,97317,44.9246,-122.9832,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Auburn - Washington,regal-auburn-washington-0877,0877,"1101 Outlet Collection Way, Ste. 901",Auburn,WA,98001,47.2996,-122.2405,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Metropolitan,regal-metropolitan-0950,0950,901 Little Texas Lane,Austin,TX,78745,30.1982,-97.7699,(844) 462-7342,True,US/Central,$6.00 every Tuesday,1
Regal Crossroads - Taylorsville,regal-crossroads-rpx-taylorsville-1426,1426,5516 South Redwood Road,Taylorsville,UT,84123,40.6509,-111.942,(844) 462-7342,True,US/Mountain,$5.50 every Tuesday,1
Regal Edwards La Verne,regal-edwards-la-verne-1012,1012,1950 East Foothill Boulevard,La Verne,CA,91750,34.113,-117.7683,(844) 462-7342,False,US/Pacific,$7.00 every Tuesday,3
Regal Kendall Village,regal-kendall-village-0996,0996,8595 S.W. 124 Avenue,Miami,FL,33183,25.6873,-80.3947,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Edwards Metro Pointe,regal-edwards-metro-pointe-1007,1007,901 South Coast Drive,Costa Mesa,CA,92626,33.6913,-117.8918,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,3
Regal Magnolia Place,regal-magnolia-place-0339,0339,9645 Westview Drive,Coral Springs,FL,33076,26.2974,-80.2549,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Transit Center,regal-transit-center-0294,0294,6707 Transit Road,Williamsville,NY,14221,42.9571,-78.6969,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Northtown Mall,regal-northtown-mall-0883,0883,4750 North Division Street,Spokane,WA,99207,47.701,-117.411,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal University Town Center,regal-edwards-university-town-center-1025,1025,4245 Campus Drive,Irvine,CA,92612,33.6501,-117.8386,(844) 462-7342,True,US/Pacific,$7.00 every Tuesday,3
Regal Nitro,regal-nitro-1518,1518,12 JW Drive,Cross Lanes,WV,25313,38.4221,-81.8095,(844) 462-7342,True,US/Eastern,$5.00 every Tuesday,1
Regal Stonecrest at Piper Glen,regal-stonecrest-piper-glen-0384,0384,7824 Rea Road,Charlotte,NC,28277,35.0604,-80.8135,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Mayfaire,regal-mayfaire-1873,1873,900 Town Center Drive,Wilmington,NC,28405,34.228,-77.83,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Manchester - Rock Hill,regal-manchester-rock-hill-1886,1886,1935 Cinema Drive,Rock Hill,SC,29730,34.945,-80.981,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Edwards Camarillo Palace,regal-edwards-camarillo-palace-1009,1009,680 Ventura Boulevard,Camarillo,CA,93010,34.2171,-119.0632,(844) 462-7342,False,US/Pacific,$6.50 every Tuesday,2
Regal Cinema 99,regal-cinema-99-0846,0846,9010 NE Hwy 99,Vancouver,WA,98665,45.6883,-122.6628,(844) 462-7342,True,US/Pacific,$5.00 every Tuesday,2
Regal Stark Street,regal-stark-street-0856,0856,2929 N.E. Kane Drive,Gresham,OR,97030,45.5184,-122.3971,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal UA Kaufman Astoria,regal-ua-kaufman-astoria-rpx-1333,1333,35-30 38th Street,Long Island City,NY,11101,40.7556,-73.9236,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,3
Regal Division Street,regal-division-street-0851,0851,16603 SE Division St.,Portland,OR,97236,45.5046,-122.491,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Bella Bottega,regal-bella-bottega-0904,0904,8890 NE 161st Avenue,Redmond,WA,98052,47.6811,-122.1232,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Griffin,regal-griffin-1424,1424,1367 N. Express Way,Griffin,GA,30223,33.2694,-84.2947,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Cinebarre West Town Mall,regal-cinebarre-west-town-mall-1462,1462,"7600 Kingston Pike, Suite 1520",Knoxville,TN,37919,35.9236,-84.0336,(844) 462-7342,False,US/Eastern,$6.50 every Tuesday,1
Regal Celebration Pointe,regal-celebration-pointe-rpx-1416,1416,4901 Steve Spurrier Way,Gainesville,FL,32608,29.624,-82.3955,(844) 462-7342,False,US/Eastern,$6.50 every Tuesday,2
Regal Crossroads - Bellevue,regal-crossroads-bellevue-0905,0905,1200  156th Avenue NE,Bellevue,WA,98008,47.6207,-122.131,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Garden Grove,regal-garden-grove-0364,0364,9741 Chapman Avenue,Garden Grove,CA,92841,33.7886,-117.9626,(844) 462-7342,False,US/Pacific,$6.00 every Tuesday,3
Regal Irvine Spectrum,regal-edwards-irvine-spectrum-1010,1010,500 Spectrum Center Drive,Irvine,CA,92618,33.6512,-117.7444,(844) 462-7342,True,US/Pacific,$7.00 every Tuesday,3
Regal Aliante,regal-aliante-1933,1933,7300 Aliante Parkway,North Las Vegas,NV,89084,36.2921,-115.1783,(844) 462-7342,True,US/Pacific,$6.25 every Tuesday,2
Regal Elmwood Center,regal-elmwood-center-0341,0341,2001 Elmwood Avenue,Buffalo,NY,14207,42.952,-78.8782,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Simi Valley Civic Center,regal-simi-valley-civic-center-0391,0391,2751 Tapo Cyn Road,Simi Valley,CA,93063,34.286,-118.716,(844) 462-7342,False,US/Pacific,$6.50 every Tuesday,3
Regal Georgian,regal-georgian-1891,1891,232 Newnan Crossing Bypass,Newnan,GA,30265,33.392,-84.761,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Southpark Mall,regal-southpark-mall-1902,1902,300 Southpark Circle,Colonial Heights,VA,23834,37.2544,-77.3931,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Fairfield Commons,regal-fairfield-commons-rpx-0389,0389,2651 Fairfield Commons,Beavercreek,OH,45431,39.766,-84.0525,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Colonie Center,regal-colonie-center-rpx-1923,1923,131 Colonie Center,Albany,NY,12205,42.7117,-73.8183,(844) 462-7342,False,US/Eastern,$7.00 every Tuesday,3
Regal White Oak,regal-white-oak-1876,1876,1205 Timber Drive East,Garner,NC,27529,35.6891,-78.5757,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Edwards Valencia,regal-edwards-valencia-1038,1038,24435 Town Center Drive,Santa Clarita,CA,91355,34.4108,-118.5608,(844) 462-7342,False,US/Pacific,$7.00 every Tuesday,3
Regal Park Place,regal-park-place-rpx-1914,1914,7200 US Highway 19 North,Pinellas Park,FL,33781,27.837,-82.682,(844) 462-7342,True,US/Eastern,$5.00 every Tuesday,1
Regal Edwards Mira Mesa,regal-edwards-mira-mesa-1043,1043,10733 Westview Parkway,San Diego,CA,92126,32.913,-117.1421,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,3
Regal Grand Esplanade,regal-grand-esplanade-gpx-1480,1480,1401 W. Esplanade Ave.,Kenner,LA,70065,30.0171,-90.2506,(844) 462-7342,True,US/Central,$6.50 every Tuesday,1
Regal Columbiana Grande,regal-columbiana-grande-1887,1887,1250 Bower Parkway,Columbia,SC,29212,34.0709,-81.1507,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Rancho Del Rey,regal-rancho-del-rey-0361,0361,1025 Tierra Del Rey,Chula Vista,CA,91910,32.6375,-117.0194,(844) 462-7342,True,US/Pacific,$5.50 every Tuesday,1
Regal Edwards San Marcos,regal-edwards-san-marcos-1034,1034,1180 W San Marcos Boulevard,San Marcos,CA,92069,33.1337,-117.192,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,3
Regal New Roc,regal-new-roc-0297,0297,33 Le Count Place,New Rochelle,NY,10801,40.9108,-73.7803,(844) 462-7342,True,US/Eastern,$7.50 every Tuesday,3
Regal Edwards Brea East,regal-edwards-brea-east-1028,1028,155 West  Birch Street,Brea,CA,92821,33.919,-117.8997,(844) 462-7342,False,US/Pacific,$6.50 every Tuesday,3
Regal Destiny USA,regal-destiny-usa-1733,1733,9586 Destiny USA Drive,Syracuse,NY,13204,43.0683,-76.1707,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Westview,regal-westview-1910,1910,5243 Buckeystown Pike,Frederick,MD,21704,39.3741,-77.413,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Hamilton Commons,regal-hamilton-commons-1729,1729,"4215 Black Horse Pike, Lot 600",Mays Landing,NJ,08330,39.451,-74.643,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Willoughby Commons,regal-willoughby-commons-0381,0381,36655 Euclid Avenue,Willoughby,OH,44094,41.6284,-81.4234,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Pavilion,regal-pavilion-rpx-1613,1613,5547 S Williamson Blvd,Port Orange,FL,32128,29.1099,-81.0337,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,1
Regal Palm Springs,regal-palm-springs-1802,1802,789 E Tahquitz Canyon Way,Palm Springs,CA,92262,33.8227,-116.5399,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Kingstowne,regal-kingstowne-rpx-1865,1865,5910 Kingstowne Towne Center,Alexandria,VA,22315,38.7694,-77.1428,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,3
Regal Carlsbad,regal-carlsbad-1778,1778,2501 El Camino Real,Carlsbad,CA,92008,33.1786,-117.329,(844) 462-7342,False,US/Pacific,$6.50 every Tuesday,3
Regal West Ridge,regal-west-ridge-1619,1619,1727 SW Wanamaker Rd,Topeka,KS,66604,39.0355,-95.7617,(844) 462-7342,True,US/Central,$5.50 every Tuesday,1
Regal Interquest,regal-interquest-rpx-1609,1609,1120 Interquest Pkwy,Colorado Springs,CO,80920,38.9878,-104.7924,(844) 462-7342,True,US/Mountain,$6.00 every Tuesday,1
Regal Wekiva Riverwalk,regal-wekiva-riverwalk-1258,1258,2141 North Semoran Blvd,Apopka,FL,32703,28.6728,-81.4706,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Mashpee Commons,regal-mashpee-commons-1718,1718,15 Steeple Street,Mashpee,MA,02649,41.6185,-70.4877,(844) 462-7342,False,US/Eastern,$7.00 every Tuesday,2
Regal Riviera,regal-riviera-0690,0690,510 South Gay Street,Knoxville,TN,37902,35.9658,-83.9185,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Ithaca Mall,regal-ithaca-mall-0677,0677,40 Catherwood Road,Ithaca,NY,14850,42.484,-76.488,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,3
Regal Rancho Mirage,regal-rancho-mirage-1801,1801,72-777 Dinah Shore Drive,Rancho Mirage,CA,92270,33.7998,-116.3927,(844) 462-7342,True,US/Pacific,$6.25 every Sunday & Tuesday,2
Regal Guam,regal-guam-megaplex-1645,1645,235 Pass St.,Tamuning,GU,96911,13.484,144.7765,(844) 462-7342,True,Pacific/Guam,$5.50 every Tuesday,1
Regal Bowling Green,regal-bowling-green-1525,1525,323 Great Escape Drive,Bowling Green,KY,42101,36.9655,-86.4722,(844) 462-7342,True,US/Central,$6.50 every Tuesday,2
Regal Gallatin Valley,regal-gallatin-valley-1625,1625,2825 W. Main Street,Bozeman,MT,59715,45.671,-111.079,(844) 462-7342,True,US/Mountain,$7.00 every Tuesday,1
Regal Perimeter Pointe,regal-perimeter-pointe-1309,1309,1155 Mt. Vernon Highway,Atlanta,GA,30338,33.9344,-84.3501,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Hollywood - Gainesville,regal-hollywood-cinemas-gainesville-1421,1421,120 Green Hill Circle NW,Gainesville,GA,30504,34.2952,-83.8568,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal American Mall,regal-american-mall-0680,0680,2830 West Elm Street,Lima,OH,45805,40.7378,-84.1655,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Riverstone,regal-riverstone-0654,0654,2416 Old Mill Loop,Coeur d'Alene,ID,83814,47.6956,-116.8088,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Walden Galleria,regal-walden-galleria-rpx-0675,0675,TH201 - Walden Galleria,Buffalo,NY,14225,42.9109,-78.7629,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Azalea Square,regal-azalea-square-rpx-1850,1850,215 Azalea Square Blvd,Summerville,SC,29483,33.0374,-80.1608,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Visalia,regal-visalia-1821,1821,120 S Bridge Street,Visalia,CA,93291,36.3302,-119.288,(844) 462-7342,True,US/Pacific,$5.50 every Tuesday,1
Regal Royal Park,regal-royal-park-1860,1860,3702 W. Newberry Road,Gainesville,FL,32607,29.6539,-82.3801,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Shiloh Crossing,regal-shiloh-crossing-0190,0190,"10400 East US 36, STE 800",Avon,IN,46123,39.7662,-86.3391,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Edwards Long Beach,regal-edwards-long-beach-1042,1042,7501 East Carson,Long Beach,CA,90808,33.8314,-118.0878,(844) 462-7342,True,US/Pacific,$6.50 every Sunday & Tuesday,3
Regal Cinema South,regal-cinema-south-0175,0175,7420 South Ave,Youngstown,OH,44512,41.0103,-80.6345,(844) 462-7342,False,US/Eastern,$6.00 every Tuesday,1
Regal Aiken Mall,regal-aiken-mall-0252,0252,300 East Gate Drive,Aiken,SC,29802,33.5042,-81.7173,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal South Beach,regal-south-beach-0482,0482,1120 Lincoln Road Mall,Miami Beach,FL,33139,25.7897,-80.1402,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Green Hills,regal-green-hills-0513,0513,3815 Greenhills Village Drive,Nashville,TN,37215,36.1079,-86.8165,(844) 462-7342,True,US/Central,$6.50 every Tuesday,3
Regal Covington,regal-covington-1620,1620,69348 Louisiana State Hwy 21,Covington,LA,70433,30.4583,-90.1399,(844) 462-7342,True,US/Central,$5.50 every Tuesday,1
Regal Pioneer Place,regal-pioneer-place-0656,0656,340 SW Morrison Street,Portland,OR,97204,45.518,-122.675,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Cross Keys,regal-cross-keys-0167,0167,151 American Blvd.,Turnersville,NJ,08012,39.7227,-75.0333,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Star,regal-star-1639,1639,4455 Dowlen Rd,Beaumont,TX,77706,30.1222,-94.1575,(844) 462-7342,True,US/Central,$5.50 every Tuesday,1
Regal Hamilton Place,regal-hamilton-place-0117,0117,2000 Hamilton Place Boulevard,Chattanooga,TN,37421,35.0376,-85.1563,(844) 462-7342,False,US/Eastern,$6.00 every Tuesday,1
Regal Manchester - Fresno,regal-manchester-fresno-1820,1820,2055 E Shields Avenue,Fresno,CA,93726,36.7819,-119.786,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Union Square,regal-union-square-screenx-4dx-1320,1320,850 Broadway,New York,NY,10003,40.734,-73.9912,(844) 462-7342,True,US/Eastern,$8.00 every Tuesday,3
Regal Dole Cannery,regal-dole-cannery-1828,1828,735 B Iwilei Road,Honolulu,HI,96817,21.3191,-157.8719,(844) 462-7342,True,US/Hawaii,$6.50 every Tuesday,2
Regal Harrisburg,regal-harrisburg-1748,1748,1500 Caughey Dr,Harrisburg,PA,17112,40.31,-76.8366,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
